Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
multiply_100000053,0.21,2,None,None,None
add_100000049,0.37,2,None,None,None
read_cell_hidden_1x1_1_50,0.37,None,3,None,None
multiply_100000054,0.42,2,None,None,None
add_100000050,0.41,2,None,None,None
read_cell_hidden_1x1_1_51,0.23,None,3,None,None
multiply_100000055,0.22,2,None,None,None
add_100000051,0.22,2,None,None,None
read_cell_hidden_1x1_1_52,0.43,None,3,None,None
multiply_100000056,0.17,2,None,None,None
add_100000052,0.43,2,None,None,None
read_cell_hidden_1x1_1_53,0.35,None,3,None,None
multiply_100000057,0.33,2,None,None,None
add_100000053,0.40,2,None,None,None
read_cell_hidden_1x1_1_54,0.38,None,3,None,None
multiply_100000058,0.25,2,None,None,None
add_100000054,0.21,2,None,None,None
read_cell_hidden_1x1_1_55,0.21,None,3,None,None
multiply_100000059,0.23,2,None,None,None
add_100000055,0.13,2,None,None,None
read_cell_hidden_1x1_1_56,0.38,None,3,None,None
multiply_100000060,0.15,2,None,None,None
add_100000056,0.38,2,None,None,None
read_cell_hidden_1x1_1_57,0.48,None,3,None,None
multiply_100000061,0.23,2,None,None,None
add_100000057,0.40,2,None,None,None
read_cell_hidden_1x1_1_58,0.33,None,3,None,None
multiply_100000062,0.44,2,None,None,None
add_100000058,0.15,2,None,None,None
read_cell_hidden_1x1_1_59,0.24,None,3,None,None
multiply_100000063,0.24,2,None,None,None
add_100000059,0.31,2,None,None,None
read_cell_hidden_1x1_1_60,0.29,None,3,None,None
multiply_100000064,0.32,2,None,None,None
add_100000060,0.48,2,None,None,None
read_cell_hidden_1x1_1_61,0.46,None,3,None,None
multiply_100000065,0.29,2,None,None,None
add_100000061,0.37,2,None,None,None
read_cell_hidden_1x1_1_62,0.18,None,3,None,None
multiply_100000066,0.16,2,None,None,None
add_100000062,0.30,2,None,None,None
read_cell_hidden_1x1_1_63,0.17,None,3,None,None
multiply_100000067,0.14,2,None,None,None
add_100000063,0.37,2,None,None,None
read_cell_hidden_1x1_1_64,0.19,None,3,None,None
multiply_100000068,0.36,2,None,None,None
add_100000064,0.15,2,None,None,None
read_cell_hidden_1x1_1_65,0.46,None,3,None,None
multiply_100000069,0.34,2,None,None,None
add_100000065,0.43,2,None,None,None
read_cell_hidden_1x1_1_66,0.28,None,3,None,None
multiply_100000070,0.43,2,None,None,None
add_100000066,0.22,2,None,None,None
read_cell_hidden_1x1_1_67,0.16,None,3,None,None
multiply_100000071,0.30,2,None,None,None
add_100000067,0.29,2,None,None,None
read_cell_hidden_1x1_1_68,0.10,None,3,None,None
multiply_100000072,0.22,2,None,None,None
add_100000068,0.29,2,None,None,None
read_cell_hidden_1x1_1_69,0.13,None,3,None,None
multiply_100000073,0.38,2,None,None,None
add_100000069,0.23,2,None,None,None
read_cell_hidden_1x1_1_70,0.50,None,3,None,None
multiply_100000074,0.48,2,None,None,None
add_100000070,0.32,2,None,None,None
read_cell_hidden_1x1_1_71,0.23,None,3,None,None
multiply_100000075,0.42,2,None,None,None
add_100000071,0.16,2,None,None,None
read_cell_hidden_1x1_1_72,0.16,None,3,None,None
multiply_100000076,0.29,2,None,None,None
add_100000072,0.11,2,None,None,None
read_cell_hidden_1x1_1_73,0.46,None,3,None,None
multiply_100000077,0.27,2,None,None,None
add_100000073,0.27,2,None,None,None
read_cell_hidden_1x1_1_74,0.20,None,3,None,None
multiply_100000078,0.29,2,None,None,None
add_100000074,0.36,2,None,None,None
read_cell_hidden_1x1_1_75,0.30,None,3,None,None
multiply_100000079,0.49,2,None,None,None
add_100000075,0.37,2,None,None,None
read_cell_hidden_1x1_1_76,0.38,None,3,None,None
multiply_100000080,0.34,2,None,None,None
add_100000076,0.36,2,None,None,None
read_cell_hidden_1x1_1_77,0.40,None,3,None,None
multiply_100000081,0.46,2,None,None,None
add_100000077,0.42,2,None,None,None
read_cell_hidden_1x1_1_78,0.21,None,3,None,None
multiply_100000082,0.38,2,None,None,None
add_100000078,0.13,2,None,None,None
read_cell_hidden_1x1_1_79,0.26,None,3,None,None
multiply_100000083,0.11,2,None,None,None
add_100000079,0.38,2,None,None,None
read_cell_hidden_1x1_1_80,0.19,None,3,None,None
multiply_100000084,0.34,2,None,None,None
add_100000080,0.38,2,None,None,None
read_cell_hidden_1x1_1_81,0.11,None,3,None,None
multiply_100000085,0.49,2,None,None,None
add_100000081,0.36,2,None,None,None
read_cell_hidden_1x1_1_82,0.39,None,3,None,None
multiply_100000086,0.25,2,None,None,None
add_100000082,0.34,2,None,None,None
read_cell_hidden_1x1_1_83,0.34,None,3,None,None
multiply_100000087,0.21,2,None,None,None
add_100000083,0.20,2,None,None,None
read_cell_hidden_1x1_1_84,0.11,None,3,None,None
multiply_100000088,0.14,2,None,None,None
add_100000084,0.37,2,None,None,None
read_cell_hidden_1x1_1_85,0.34,None,3,None,None
multiply_100000089,0.40,2,None,None,None
add_100000085,0.12,2,None,None,None
read_cell_hidden_1x1_1_86,0.11,None,3,None,None
multiply_100000090,0.14,2,None,None,None
add_100000086,0.42,2,None,None,None
read_cell_hidden_1x1_1_87,0.16,None,3,None,None
multiply_100000091,0.18,2,None,None,None
add_100000087,0.38,2,None,None,None
read_cell_hidden_1x1_1_88,0.17,None,3,None,None
multiply_100000092,0.37,2,None,None,None
add_100000088,0.21,2,None,None,None
read_cell_hidden_1x1_1_89,0.17,None,3,None,None
multiply_100000093,0.16,2,None,None,None
add_100000089,0.44,2,None,None,None
read_cell_hidden_1x1_1_90,0.41,None,3,None,None
multiply_100000094,0.45,2,None,None,None
add_100000090,0.19,2,None,None,None
read_cell_hidden_1x1_1_91,0.38,None,3,None,None
multiply_100000095,0.46,2,None,None,None
add_100000091,0.48,2,None,None,None
read_cell_hidden_1x1_1_92,0.46,None,3,None,None
multiply_100000096,0.39,2,None,None,None
add_100000092,0.15,2,None,None,None
read_cell_hidden_1x1_1_93,0.11,None,3,None,None
multiply_100000097,0.12,2,None,None,None
add_100000093,0.18,2,None,None,None
read_cell_hidden_1x1_1_94,0.48,None,3,None,None
multiply_100000098,0.30,2,None,None,None
add_100000094,0.24,2,None,None,None
read_cell_hidden_1x1_1_95,0.37,None,3,None,None
multiply_100000099,0.18,2,None,None,None
add_100000095,0.46,2,None,None,None
read_cell_hidden_1x1_1_96,0.31,None,3,None,None
multiply_100000100,0.14,2,None,None,None
add_100000096,0.42,2,None,None,None
read_cell_hidden_1x1_1_97,0.38,None,3,None,None
multiply_100000101,0.46,2,None,None,None
add_100000097,0.31,2,None,None,None
read_cell_hidden_1x1_1_98,0.36,None,3,None,None
multiply_100000102,0.20,2,None,None,None
add_100000098,0.37,2,None,None,None
read_cell_hidden_1x1_1_99,0.21,None,3,None,None
multiply_100000103,0.45,2,None,None,None
add_100000099,0.46,2,None,None,None
read_cell_hidden_1x1_1_100,0.45,None,3,None,None
multiply_100000104,0.19,2,None,None,None
add_100000100,0.24,2,None,None,None
read_cell_hidden_1x1_1_101,0.17,None,3,None,None
multiply_100000105,0.34,2,None,None,None
add_100000101,0.21,2,None,None,None
read_cell_hidden_1x1_1_102,0.40,None,3,None,None
multiply_100000106,0.26,2,None,None,None
add_100000102,0.36,2,None,None,None
read_cell_hidden_1x1_1_103,0.14,None,3,None,None
multiply_100000107,0.18,2,None,None,None
add_100000103,0.16,2,None,None,None
read_cell_hidden_1x1_1_104,0.45,None,3,None,None
multiply_100000108,0.10,2,None,None,None
add_100000104,0.39,2,None,None,None
read_cell_hidden_1x1_1_105,0.22,None,3,None,None
multiply_100000109,0.16,2,None,None,None
add_100000105,0.42,2,None,None,None
read_cell_hidden_1x1_1_106,0.46,None,3,None,None
multiply_100000110,0.26,2,None,None,None
add_100000106,0.18,2,None,None,None
read_cell_hidden_1x1_1_107,0.30,None,3,None,None
multiply_100000111,0.34,2,None,None,None
add_100000107,0.45,2,None,None,None
read_cell_hidden_1x1_1_108,0.24,None,3,None,None
multiply_100000112,0.16,2,None,None,None
add_100000108,0.43,2,None,None,None
read_cell_hidden_1x1_1_109,0.46,None,3,None,None
multiply_100000113,0.32,2,None,None,None
add_100000109,0.49,2,None,None,None
read_cell_hidden_1x1_1_110,0.11,None,3,None,None
multiply_100000114,0.34,2,None,None,None
add_100000110,0.42,2,None,None,None
read_cell_hidden_1x1_1_111,0.44,None,3,None,None
multiply_100000115,0.43,2,None,None,None
add_100000111,0.11,2,None,None,None
read_cell_hidden_1x1_1_112,0.15,None,3,None,None
multiply_100000116,0.40,2,None,None,None
add_100000112,0.28,2,None,None,None
read_cell_hidden_1x1_1_113,0.44,None,3,None,None
multiply_100000117,0.48,2,None,None,None
add_100000113,0.34,2,None,None,None
read_cell_hidden_1x1_1_114,0.12,None,3,None,None
multiply_100000118,0.18,2,None,None,None
add_100000114,0.38,2,None,None,None
read_cell_hidden_1x1_1_115,0.39,None,3,None,None
multiply_100000119,0.31,2,None,None,None
add_100000115,0.46,2,None,None,None
read_cell_hidden_1x1_1_116,0.15,None,3,None,None
multiply_100000120,0.50,2,None,None,None
add_100000116,0.38,2,None,None,None
read_cell_hidden_1x1_1_117,0.28,None,3,None,None
multiply_100000121,0.26,2,None,None,None
add_100000117,0.13,2,None,None,None
read_cell_hidden_1x1_1_118,0.14,None,3,None,None
multiply_100000122,0.12,2,None,None,None
add_100000118,0.32,2,None,None,None
read_cell_hidden_1x1_1_119,0.32,None,3,None,None
multiply_100000123,0.36,2,None,None,None
add_100000119,0.35,2,None,None,None
read_cell_hidden_1x1_1_120,0.17,None,3,None,None
multiply_100000124,0.17,2,None,None,None
add_100000120,0.33,2,None,None,None
read_cell_hidden_1x1_1_121,0.21,None,3,None,None
multiply_100000125,0.50,2,None,None,None
add_100000121,0.18,2,None,None,None
read_cell_hidden_1x1_1_122,0.50,None,3,None,None
multiply_100000126,0.38,2,None,None,None
add_100000122,0.25,2,None,None,None
read_cell_hidden_1x1_1_123,0.16,None,3,None,None
multiply_100000127,0.45,2,None,None,None
add_100000123,0.21,2,None,None,None
read_cell_hidden_1x1_1_124,0.48,None,3,None,None
multiply_100000128,0.40,2,None,None,None
add_100000124,0.12,2,None,None,None
read_cell_hidden_1x1_1_125,0.37,None,3,None,None
multiply_100000129,0.38,2,None,None,None
add_100000125,0.12,2,None,None,None
read_cell_hidden_1x1_1_126,0.20,None,3,None,None
multiply_100000130,0.33,2,None,None,None
add_100000126,0.32,2,None,None,None
read_cell_hidden_1x1_1_127,0.45,None,3,None,None
multiply_100000131,0.27,2,None,None,None
add_100000127,0.16,2,None,None,None
multiply_100000132,0.29,2,None,None,None
add_100000129,0.39,2,None,None,None
add_100000257,0.43,2,None,None,None
multiply_100000133,0.42,2,None,None,None
add_100000130,0.38,2,None,None,None
multiply_100000134,0.25,2,None,None,None
add_100000131,0.30,2,None,None,None
multiply_100000135,0.49,2,None,None,None
add_100000132,0.27,2,None,None,None
multiply_100000136,0.26,2,None,None,None
add_100000133,0.18,2,None,None,None
multiply_100000137,0.26,2,None,None,None
add_100000134,0.16,2,None,None,None
multiply_100000138,0.23,2,None,None,None
add_100000135,0.42,2,None,None,None
multiply_100000139,0.13,2,None,None,None
add_100000136,0.19,2,None,None,None
multiply_100000140,0.25,2,None,None,None
add_100000137,0.43,2,None,None,None
multiply_100000141,0.17,2,None,None,None
add_100000138,0.14,2,None,None,None
multiply_100000142,0.33,2,None,None,None
add_100000139,0.28,2,None,None,None
multiply_100000143,0.15,2,None,None,None
add_100000140,0.19,2,None,None,None
multiply_100000144,0.23,2,None,None,None
add_100000141,0.12,2,None,None,None
multiply_100000145,0.48,2,None,None,None
add_100000142,0.42,2,None,None,None
multiply_100000146,0.11,2,None,None,None
add_100000143,0.38,2,None,None,None
multiply_100000147,0.35,2,None,None,None
add_100000144,0.29,2,None,None,None
multiply_100000148,0.20,2,None,None,None
add_100000145,0.16,2,None,None,None
multiply_100000149,0.15,2,None,None,None
add_100000146,0.11,2,None,None,None
multiply_100000150,0.33,2,None,None,None
add_100000147,0.29,2,None,None,None
multiply_100000151,0.31,2,None,None,None
add_100000148,0.12,2,None,None,None
multiply_100000152,0.14,2,None,None,None
add_100000149,0.36,2,None,None,None
multiply_100000153,0.13,2,None,None,None
add_100000150,0.40,2,None,None,None
multiply_100000154,0.31,2,None,None,None
add_100000151,0.30,2,None,None,None
multiply_100000155,0.14,2,None,None,None
add_100000152,0.36,2,None,None,None
multiply_100000156,0.48,2,None,None,None
add_100000153,0.38,2,None,None,None
multiply_100000157,0.45,2,None,None,None
add_100000154,0.47,2,None,None,None
multiply_100000158,0.21,2,None,None,None
add_100000155,0.13,2,None,None,None
multiply_100000159,0.34,2,None,None,None
add_100000156,0.27,2,None,None,None
multiply_100000160,0.39,2,None,None,None
add_100000157,0.11,2,None,None,None
multiply_100000161,0.17,2,None,None,None
add_100000158,0.12,2,None,None,None
multiply_100000162,0.25,2,None,None,None
add_100000159,0.25,2,None,None,None
multiply_100000163,0.12,2,None,None,None
add_100000160,0.14,2,None,None,None
multiply_100000164,0.33,2,None,None,None
add_100000161,0.26,2,None,None,None
multiply_100000165,0.44,2,None,None,None
add_100000162,0.15,2,None,None,None
multiply_100000166,0.14,2,None,None,None
add_100000163,0.27,2,None,None,None
multiply_100000167,0.47,2,None,None,None
add_100000164,0.28,2,None,None,None
multiply_100000168,0.44,2,None,None,None
add_100000165,0.46,2,None,None,None
multiply_100000169,0.40,2,None,None,None
add_100000166,0.20,2,None,None,None
multiply_100000170,0.27,2,None,None,None
add_100000167,0.48,2,None,None,None
multiply_100000171,0.50,2,None,None,None
add_100000168,0.42,2,None,None,None
multiply_100000172,0.43,2,None,None,None
add_100000169,0.13,2,None,None,None
multiply_100000173,0.28,2,None,None,None
add_100000170,0.50,2,None,None,None
multiply_100000174,0.44,2,None,None,None
add_100000171,0.48,2,None,None,None
multiply_100000175,0.16,2,None,None,None
add_100000172,0.27,2,None,None,None
multiply_100000176,0.33,2,None,None,None
add_100000173,0.27,2,None,None,None
multiply_100000177,0.43,2,None,None,None
add_100000174,0.40,2,None,None,None
multiply_100000178,0.20,2,None,None,None
add_100000175,0.23,2,None,None,None
multiply_100000179,0.49,2,None,None,None
add_100000176,0.12,2,None,None,None
multiply_100000180,0.33,2,None,None,None
add_100000177,0.32,2,None,None,None
multiply_100000181,0.44,2,None,None,None
add_100000178,0.25,2,None,None,None
multiply_100000182,0.30,2,None,None,None
add_100000179,0.27,2,None,None,None
multiply_100000183,0.40,2,None,None,None
add_100000180,0.12,2,None,None,None
multiply_100000184,0.48,2,None,None,None
add_100000181,0.34,2,None,None,None
multiply_100000185,0.11,2,None,None,None
add_100000182,0.46,2,None,None,None
multiply_100000186,0.29,2,None,None,None
add_100000183,0.32,2,None,None,None
multiply_100000187,0.35,2,None,None,None
add_100000184,0.47,2,None,None,None
multiply_100000188,0.18,2,None,None,None
add_100000185,0.49,2,None,None,None
multiply_100000189,0.23,2,None,None,None
add_100000186,0.34,2,None,None,None
multiply_100000190,0.45,2,None,None,None
add_100000187,0.21,2,None,None,None
multiply_100000191,0.11,2,None,None,None
add_100000188,0.30,2,None,None,None
multiply_100000192,0.27,2,None,None,None
add_100000189,0.33,2,None,None,None
multiply_100000193,0.26,2,None,None,None
add_100000190,0.49,2,None,None,None
multiply_100000194,0.15,2,None,None,None
add_100000191,0.47,2,None,None,None
multiply_100000195,0.28,2,None,None,None
add_100000192,0.38,2,None,None,None
multiply_100000196,0.48,2,None,None,None
add_100000193,0.20,2,None,None,None
multiply_100000197,0.20,2,None,None,None
add_100000194,0.34,2,None,None,None
multiply_100000198,0.32,2,None,None,None
add_100000195,0.31,2,None,None,None
multiply_100000199,0.11,2,None,None,None
add_100000196,0.35,2,None,None,None
multiply_100000200,0.36,2,None,None,None
add_100000197,0.11,2,None,None,None
multiply_100000201,0.35,2,None,None,None
add_100000198,0.26,2,None,None,None
multiply_100000202,0.27,2,None,None,None
add_100000199,0.14,2,None,None,None
multiply_100000203,0.22,2,None,None,None
add_100000200,0.32,2,None,None,None
multiply_100000204,0.19,2,None,None,None
add_100000201,0.31,2,None,None,None
multiply_100000205,0.16,2,None,None,None
add_100000202,0.37,2,None,None,None
multiply_100000206,0.47,2,None,None,None
add_100000203,0.11,2,None,None,None
multiply_100000207,0.27,2,None,None,None
add_100000204,0.19,2,None,None,None
multiply_100000208,0.16,2,None,None,None
add_100000205,0.36,2,None,None,None
multiply_100000209,0.26,2,None,None,None
add_100000206,0.34,2,None,None,None
multiply_100000210,0.31,2,None,None,None
add_100000207,0.38,2,None,None,None
multiply_100000211,0.30,2,None,None,None
add_100000208,0.46,2,None,None,None
multiply_100000212,0.21,2,None,None,None
add_100000209,0.30,2,None,None,None
multiply_100000213,0.26,2,None,None,None
add_100000210,0.21,2,None,None,None
multiply_100000214,0.21,2,None,None,None
add_100000211,0.29,2,None,None,None
multiply_100000215,0.30,2,None,None,None
add_100000212,0.32,2,None,None,None
multiply_100000216,0.14,2,None,None,None
add_100000213,0.24,2,None,None,None
multiply_100000217,0.32,2,None,None,None
add_100000214,0.33,2,None,None,None
multiply_100000218,0.31,2,None,None,None
add_100000215,0.34,2,None,None,None
multiply_100000219,0.22,2,None,None,None
add_100000216,0.12,2,None,None,None
multiply_100000220,0.43,2,None,None,None
add_100000217,0.34,2,None,None,None
multiply_100000221,0.25,2,None,None,None
add_100000218,0.35,2,None,None,None
multiply_100000222,0.40,2,None,None,None
add_100000219,0.26,2,None,None,None
multiply_100000223,0.47,2,None,None,None
add_100000220,0.25,2,None,None,None
multiply_100000224,0.12,2,None,None,None
add_100000221,0.44,2,None,None,None
multiply_100000225,0.13,2,None,None,None
add_100000222,0.16,2,None,None,None
multiply_100000226,0.44,2,None,None,None
add_100000223,0.31,2,None,None,None
multiply_100000227,0.40,2,None,None,None
add_100000224,0.11,2,None,None,None
multiply_100000228,0.24,2,None,None,None
add_100000225,0.25,2,None,None,None
multiply_100000229,0.19,2,None,None,None
add_100000226,0.14,2,None,None,None
multiply_100000230,0.31,2,None,None,None
add_100000227,0.34,2,None,None,None
multiply_100000231,0.43,2,None,None,None
add_100000228,0.19,2,None,None,None
multiply_100000232,0.12,2,None,None,None
add_100000229,0.38,2,None,None,None
multiply_100000233,0.45,2,None,None,None
add_100000230,0.32,2,None,None,None
multiply_100000234,0.34,2,None,None,None
add_100000231,0.21,2,None,None,None
multiply_100000235,0.33,2,None,None,None
add_100000232,0.31,2,None,None,None
multiply_100000236,0.22,2,None,None,None
add_100000233,0.42,2,None,None,None
multiply_100000237,0.37,2,None,None,None
add_100000234,0.15,2,None,None,None
multiply_100000238,0.19,2,None,None,None
add_100000235,0.24,2,None,None,None
multiply_100000239,0.33,2,None,None,None
add_100000236,0.32,2,None,None,None
multiply_100000240,0.49,2,None,None,None
add_100000237,0.41,2,None,None,None
multiply_100000241,0.11,2,None,None,None
add_100000238,0.25,2,None,None,None
multiply_100000242,0.46,2,None,None,None
add_100000239,0.31,2,None,None,None
multiply_100000243,0.34,2,None,None,None
add_100000240,0.38,2,None,None,None
multiply_100000244,0.24,2,None,None,None
add_100000241,0.38,2,None,None,None
multiply_100000245,0.43,2,None,None,None
add_100000242,0.27,2,None,None,None
multiply_100000246,0.18,2,None,None,None
add_100000243,0.39,2,None,None,None
multiply_100000247,0.44,2,None,None,None
add_100000244,0.45,2,None,None,None
multiply_100000248,0.27,2,None,None,None
add_100000245,0.27,2,None,None,None
multiply_100000249,0.43,2,None,None,None
add_100000246,0.48,2,None,None,None
multiply_100000250,0.36,2,None,None,None
add_100000247,0.17,2,None,None,None
multiply_100000251,0.48,2,None,None,None
add_100000248,0.22,2,None,None,None
multiply_100000252,0.39,2,None,None,None
add_100000249,0.45,2,None,None,None
multiply_100000253,0.31,2,None,None,None
add_100000250,0.39,2,None,None,None
multiply_100000254,0.46,2,None,None,None
add_100000251,0.47,2,None,None,None
multiply_100000255,0.49,2,None,None,None
add_100000252,0.24,2,None,None,None
multiply_100000256,0.45,2,None,None,None
add_100000253,0.27,2,None,None,None
multiply_100000257,0.16,2,None,None,None
add_100000254,0.48,2,None,None,None
multiply_100000258,0.42,2,None,None,None
add_100000255,0.35,2,None,None,None
multiply_100000259,0.20,2,None,None,None
add_100000256,0.44,2,None,None,None
multiply_100000260,0.12,2,None,None,None
add_100000258,0.28,2,None,None,None
add_100000385,0.43,2,None,None,None
multiply_100000261,0.40,2,None,None,None
add_100000259,0.26,2,None,None,None
multiply_100000262,0.35,2,None,None,None
add_100000260,0.35,2,None,None,None
multiply_100000263,0.25,2,None,None,None
add_100000261,0.49,2,None,None,None
multiply_100000264,0.25,2,None,None,None
add_100000262,0.45,2,None,None,None
multiply_100000265,0.17,2,None,None,None
add_100000263,0.23,2,None,None,None
multiply_100000266,0.22,2,None,None,None
add_100000264,0.49,2,None,None,None
multiply_100000267,0.25,2,None,None,None
add_100000265,0.31,2,None,None,None
multiply_100000268,0.15,2,None,None,None
add_100000266,0.26,2,None,None,None
multiply_100000269,0.46,2,None,None,None
add_100000267,0.18,2,None,None,None
multiply_100000270,0.21,2,None,None,None
add_100000268,0.14,2,None,None,None
multiply_100000271,0.21,2,None,None,None
add_100000269,0.43,2,None,None,None
multiply_100000272,0.25,2,None,None,None
add_100000270,0.34,2,None,None,None
multiply_100000273,0.48,2,None,None,None
add_100000271,0.45,2,None,None,None
multiply_100000274,0.45,2,None,None,None
add_100000272,0.19,2,None,None,None
multiply_100000275,0.46,2,None,None,None
add_100000273,0.12,2,None,None,None
multiply_100000276,0.18,2,None,None,None
add_100000274,0.44,2,None,None,None
multiply_100000277,0.30,2,None,None,None
add_100000275,0.50,2,None,None,None
multiply_100000278,0.33,2,None,None,None
add_100000276,0.24,2,None,None,None
multiply_100000279,0.10,2,None,None,None
add_100000277,0.30,2,None,None,None
multiply_100000280,0.23,2,None,None,None
add_100000278,0.37,2,None,None,None
multiply_100000281,0.45,2,None,None,None
add_100000279,0.17,2,None,None,None
multiply_100000282,0.41,2,None,None,None
add_100000280,0.38,2,None,None,None
multiply_100000283,0.28,2,None,None,None
add_100000281,0.13,2,None,None,None
multiply_100000284,0.36,2,None,None,None
add_100000282,0.44,2,None,None,None
multiply_100000285,0.24,2,None,None,None
add_100000283,0.40,2,None,None,None
multiply_100000286,0.21,2,None,None,None
add_100000284,0.41,2,None,None,None
multiply_100000287,0.20,2,None,None,None
add_100000285,0.19,2,None,None,None
multiply_100000288,0.25,2,None,None,None
add_100000286,0.20,2,None,None,None
multiply_100000289,0.40,2,None,None,None
add_100000287,0.36,2,None,None,None
multiply_100000290,0.22,2,None,None,None
add_100000288,0.18,2,None,None,None
multiply_100000291,0.21,2,None,None,None
add_100000289,0.48,2,None,None,None
multiply_100000292,0.36,2,None,None,None
add_100000290,0.46,2,None,None,None
multiply_100000293,0.12,2,None,None,None
add_100000291,0.49,2,None,None,None
multiply_100000294,0.29,2,None,None,None
add_100000292,0.18,2,None,None,None
multiply_100000295,0.36,2,None,None,None
add_100000293,0.29,2,None,None,None
multiply_100000296,0.32,2,None,None,None
add_100000294,0.49,2,None,None,None
multiply_100000297,0.31,2,None,None,None
add_100000295,0.48,2,None,None,None
multiply_100000298,0.29,2,None,None,None
add_100000296,0.39,2,None,None,None
multiply_100000299,0.33,2,None,None,None
add_100000297,0.15,2,None,None,None
multiply_100000300,0.49,2,None,None,None
add_100000298,0.36,2,None,None,None
multiply_100000301,0.12,2,None,None,None
add_100000299,0.32,2,None,None,None
multiply_100000302,0.46,2,None,None,None
add_100000300,0.37,2,None,None,None
multiply_100000303,0.22,2,None,None,None
add_100000301,0.48,2,None,None,None
multiply_100000304,0.21,2,None,None,None
add_100000302,0.29,2,None,None,None
multiply_100000305,0.12,2,None,None,None
add_100000303,0.19,2,None,None,None
multiply_100000306,0.22,2,None,None,None
add_100000304,0.26,2,None,None,None
multiply_100000307,0.12,2,None,None,None
add_100000305,0.41,2,None,None,None
multiply_100000308,0.42,2,None,None,None
add_100000306,0.30,2,None,None,None
multiply_100000309,0.43,2,None,None,None
add_100000307,0.44,2,None,None,None
multiply_100000310,0.23,2,None,None,None
add_100000308,0.39,2,None,None,None
multiply_100000311,0.28,2,None,None,None
add_100000309,0.50,2,None,None,None
multiply_100000312,0.11,2,None,None,None
add_100000310,0.30,2,None,None,None
multiply_100000313,0.40,2,None,None,None
add_100000311,0.36,2,None,None,None
multiply_100000314,0.11,2,None,None,None
add_100000312,0.39,2,None,None,None
multiply_100000315,0.11,2,None,None,None
add_100000313,0.41,2,None,None,None
multiply_100000316,0.41,2,None,None,None
add_100000314,0.23,2,None,None,None
multiply_100000317,0.44,2,None,None,None
add_100000315,0.37,2,None,None,None
multiply_100000318,0.14,2,None,None,None
add_100000316,0.25,2,None,None,None
multiply_100000319,0.46,2,None,None,None
add_100000317,0.19,2,None,None,None
multiply_100000320,0.23,2,None,None,None
add_100000318,0.11,2,None,None,None
multiply_100000321,0.29,2,None,None,None
add_100000319,0.47,2,None,None,None
multiply_100000322,0.20,2,None,None,None
add_100000320,0.21,2,None,None,None
multiply_100000323,0.41,2,None,None,None
add_100000321,0.43,2,None,None,None
multiply_100000324,0.39,2,None,None,None
add_100000322,0.46,2,None,None,None
multiply_100000325,0.49,2,None,None,None
add_100000323,0.10,2,None,None,None
multiply_100000326,0.33,2,None,None,None
add_100000324,0.16,2,None,None,None
multiply_100000327,0.50,2,None,None,None
add_100000325,0.16,2,None,None,None
multiply_100000328,0.16,2,None,None,None
add_100000326,0.32,2,None,None,None
multiply_100000329,0.21,2,None,None,None
add_100000327,0.18,2,None,None,None
multiply_100000330,0.27,2,None,None,None
add_100000328,0.45,2,None,None,None
multiply_100000331,0.26,2,None,None,None
add_100000329,0.15,2,None,None,None
multiply_100000332,0.38,2,None,None,None
add_100000330,0.46,2,None,None,None
multiply_100000333,0.40,2,None,None,None
add_100000331,0.29,2,None,None,None
multiply_100000334,0.21,2,None,None,None
add_100000332,0.25,2,None,None,None
multiply_100000335,0.33,2,None,None,None
add_100000333,0.33,2,None,None,None
multiply_100000336,0.21,2,None,None,None
add_100000334,0.35,2,None,None,None
multiply_100000337,0.23,2,None,None,None
add_100000335,0.41,2,None,None,None
multiply_100000338,0.23,2,None,None,None
add_100000336,0.26,2,None,None,None
multiply_100000339,0.25,2,None,None,None
add_100000337,0.43,2,None,None,None
multiply_100000340,0.20,2,None,None,None
add_100000338,0.21,2,None,None,None
multiply_100000341,0.46,2,None,None,None
add_100000339,0.27,2,None,None,None
multiply_100000342,0.36,2,None,None,None
add_100000340,0.40,2,None,None,None
multiply_100000343,0.17,2,None,None,None
add_100000341,0.37,2,None,None,None
multiply_100000344,0.46,2,None,None,None
add_100000342,0.26,2,None,None,None
multiply_100000345,0.21,2,None,None,None
add_100000343,0.29,2,None,None,None
multiply_100000346,0.14,2,None,None,None
add_100000344,0.27,2,None,None,None
multiply_100000347,0.38,2,None,None,None
add_100000345,0.47,2,None,None,None
multiply_100000348,0.39,2,None,None,None
add_100000346,0.38,2,None,None,None
multiply_100000349,0.23,2,None,None,None
add_100000347,0.19,2,None,None,None
multiply_100000350,0.20,2,None,None,None
add_100000348,0.39,2,None,None,None
multiply_100000351,0.39,2,None,None,None
add_100000349,0.32,2,None,None,None
multiply_100000352,0.18,2,None,None,None
add_100000350,0.22,2,None,None,None
multiply_100000353,0.33,2,None,None,None
add_100000351,0.26,2,None,None,None
multiply_100000354,0.34,2,None,None,None
add_100000352,0.44,2,None,None,None
multiply_100000355,0.27,2,None,None,None
add_100000353,0.49,2,None,None,None
multiply_100000356,0.31,2,None,None,None
add_100000354,0.35,2,None,None,None
multiply_100000357,0.14,2,None,None,None
add_100000355,0.36,2,None,None,None
multiply_100000358,0.40,2,None,None,None
add_100000356,0.32,2,None,None,None
multiply_100000359,0.44,2,None,None,None
add_100000357,0.19,2,None,None,None
